	docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
753	mdp.39015007015244	Trollope, Anthony			m	uk	1815-1882.	1883	1883.0	1882	1	1		New York;G. Munro;1883	NotFiction		novel	The Land leaguers; a story of Irish life in the present time
754	mdp.39015065462932	Claretie, Jules			m	fr	1840-1913.	1897	1896.0	1897	3	3		Boston;Little, Brown and 	NotFiction		novel	Brichanteau, actor;
755	uc2.ark+=13960=t1rf5tv88	Montgomery, Florence			f	uk	1843-1923.	1877	1872.0	1877	2	2		London;R. Bentley & Son;1			novel	Thrown together
756	mdp.39015029577601	Aikath-Gyaltsen, Indrani			f	in	1952-1994.	1991		1991	2	2		New Delhi, India|New York	Domestic fiction|Fiction	Women|Fiction|India	novel	Daughters of the house
757	njp.32101067179109	Trollope, Anthony			m	uk	1815-1882.	1873	1874.0	1873	9	3	v.2	Leipzig;B. Tauchnitz;1873	Domestic fiction|Bibliogr	Mothers and daughters|Inh	novel	Lady Anna
758	uc1.$b103840	Graeme, Bruce	Jeffries, Graham Montague		m	uk	1900-1982.	1949		1949	1	1		New York|Putnam|1949	NotFiction	European intervention, 18	novel	Flames of empire
759	njp.32101076479797	Verne, Jules			m	fr	1828-1905.	1911		1905	1	1	v.2	New York;V. Parke;c1911.	Fiction		reprint	Works of Jules Verne
760	uiuo.ark+=13960=t13n2s72x	Roche, Regina Maria			f	uk	1764-1845.	1807		1807	5	5	v.5	London;Printed at the Min			novel	The discarded son;
761	nyp.33433067408595	Howell, Thomas Bayly					1768-1815.	1816		1815	4	4	v. 32 (1817)	London;Longman, Hurst, Re	NotFiction	Trials|Great Britain	nonfic	A complete collection of state trials and proceedings for high treason and other crimes and misdemeanors from the earliest period to the year 1783, with notes and other illustrations
762	mdp.39015001802845	Warner, Sylvia Townsend			f	uk	1893-1978.	1935		1935	1	1		London|The Cresset press 	UnknownGenre		shortstories	More joy in heaven, and other stories
763	mdp.39015061469394	Boyd, Blanche M			f	us	1945-	1973		1973	1	1		Plainfield, Vt.|Daughters	Novel	Fiction|Lesbians	novel	Nerves : a novel
764	uc1.b3157680	Zweig, Arnold			m	de	1887-1968.	1930	1913.0	1930	2	2		New York|The Viking press	NotFiction		novel	Claudia
765	nyp.33433074911557	Smith, Charlotte Turner			f	uk	1749-1806.	1800		1800	1	1	v. 2	London;Printed by and for	Fiction	English fiction	novel	The story of Henrietta
766	njp.32101062942113	Knox, Vicesimus			m	uk	1752-1821,	1821		1821	1	1	v.5	London;J. Sharpe;1821?	NotFiction	English letters|Latin let	nonfic	Middle of the last century
767	njp.32101068165867	Chamier, Frederick			m	uk	1796-1870.	1837		1837	7	7	vol.2	London;Bentley;1837.	Fiction|UnknownGenre		novel	Walsingham, the gamester
768	mdp.39015034656440	Turnbull, Colin M						1972		1972	2	2		New York|Simon and Schust	NotFiction	Uganda|Ethnic groups|Ik (	nonfic	The mountain people
769	uc1.32106002149000	Streeter, Edward			m	us	1891-1976	1949		1949	1	1		New York|Simon and Schust	NotFiction		novel	Father of the bride; illus. by Gluyas Williams
770	wu.89098006869	Rose, Henrietta			f	us		1858		1858	1	1		Columbus [Ind.;Osgood & P	Fiction	Women|Suffrage	novel	Nora Wilmot: a tale of temperance and woman's rights
771	njp.32101063604159	Guernsey, Lucy Ellen			f	us	1826-1899.	1863		1863	2	2		Philadelphia;American Sun	NotFiction		novel	The tattler; or, The history of Patty Steele
772	mdp.39015011039826	Khan, Ismith			m	tri	1925-2002.	1964		1964	1	1		London|Hutchinson|1964	NotFiction		novel	The obeah man
773	uc2.ark+=13960=t2b854867	Gunnison, Charles A			m	us	1861-1897.	1889		1889	1	1		San Francisco;Commercial 			shortstories	Though given in vain
774	uc1.$b144273	Spalding, Kenneth Jay					1879-	1931		1931	1	1		Oxford|B. Blackwell|1931.	NotFiction	Ontology	nonfic	Talks on philosophy
775	uiuo.ark+=13960=t40s0339r	Cleland, Robert			m			1885		1885	3	3	v.2	London;F. V. White;1885.			novel	A rich man's relatives
776	uc1.b3810814	Brodie, John		Guthrie, John	m	nz	1905-1953.	1935		1935	1	1		London, New York|T. Nelso	NotFiction		novel	The little country
777	uc2.ark+=13960=t5n87622t	Ebers, Georg			m	de	1837-1898.	1880	1898.0	1880	1	1	v.07	New York;D. Appleton;1880			novel	Arachne
778	uc1.b3727197	Pendexter, Hugh			m	us	1875-1940.	1927		1927	1	1		Indianapolis|The Bobbs-Me	Fiction	Braddock's Campaign, 1755	novel	The red road; a romance of Braddock's defeat
779	mdp.39015063170917	Black, William			m	uk	1841-1898.	1883		1883	8	7	v.1	London;Macmillan and Co.;	Fiction|NotFiction		novel	Shandon bells; a novel
780	uiuo.ark+=13960=t66408j7j	Martineau, Harriet			f	uk	1802-1876.	1841	1839.0	1841	3	3	v.1	London;E. Moxon;1841.		1743-1803|Toussaint Louve	novel	The hour and the man
781	nyp.33433082456348	Rose, Cowper				sa		1829		1829	1	1		London;H. Colburn and R. 	NotFiction	Description and travel	novel	Four years in southern Africa
782	mdp.39015031299459	Morley, Henry			m	uk	1822-1894.	1857		1857	1	1		London;Chapman, Hall;1857	Fiction		shortstories|juvenile	Gossip
783	mdp.39015010209073	Apple, Max			m	us	1941-	1976		1976	1	1		New York|Grossman Publish	Fiction		shortstories	The oranging of America, and other stories
784	uc1.$b57088	Mudgett, Helen (Parker)			f		1900-	1944		1944	1	1		New York|A. A. Knopf|1944	NotFiction	History|1783-1865|Fiction	novel	The seas stand watch
785	mdp.39015002375593	O'Flaherty, Liam			m	ir	1896-1984.	1933		1933	2	2		New York|Macmillan|1933.	Fiction		novel	The martyr
786	nyp.33433081778312	Morleigh						1842		1842	1	1		London;Saunders and Otley	NotFiction	Description and travel	nonfic	Life in the West : back-wood leaves and prairie flowers; rough sketches on the borders of the picturesque, the sublime, and ridiculous
787	mdp.39015014299690	Warner, Rex			m	uk	1905-1986.	1944	1943.0	1943	2	2		London|John Lane|1944	UnknownGenre|NotFiction		novel	Why was I killed? A dramatic dialogue
788	loc.ark+=13960=t6j10qn99	Laufer, Bernhardt. [from old catalog]						1889		1889	1	1		Buffalo, N.Y.;s.n.;1889.			nonfic	The white indian
789	uc1.b3123809	Houstoun, (Matilda Charlotte), Mrs			f	uk	1811-1892.	1862		1862	3	3	v.2	London;Saunders, Otley, a	NotFiction			Recommended to mercy
790	uiuo.ark+=13960=t71v64v75	Sedley, Charles						1807		1807	3	3	v.1	London;Hughes;1807.				The infidel mother: or, Three winters in London
791	uc2.ark+=13960=t2z31nv6d	Rogers, Robert L					1868-1935.	1903		1903	2	2		New York;F. T. Neely;c190				Tom Johnson
792	uc1.32106019128773	Fleming, Ian					1908-1964.	1961		1961	1	1		New York|Viking Press|196	Fiction	Great Britain|Fiction|Int		Thunderball
793	mdp.39015049863932	Kavaler, Rebecca						1986		1986	1	1		Urbana|University of Illi	Fiction			Tigers in the wood
794	hvd.32044087183596	WÃ¤chter, Leonhard					1762-1837.	1841		1837	1	1		London;J. Clements;1841.	NotFiction			Woman's revenge; or, The tribunal of blood. A romance
795	uiuo.ark+=13960=t8ff4942h	Maberly						1855		1855	3	3	v.3	London;Hurst and Blackett				Display
796	umn.31951002458782f	Bierstadt, Edward Hale					1891-	1935		1935	1	1		Garden City, N. Y.|Double	NotFiction			Satan was a man : a novel of murder
797	mdp.39015029113274	Ruffin, Paul						1993		1993	1	1		Dallas|Southern Methodist	Fiction			The man who would be God : stories
798	uc2.ark+=13960=t1cj88k0z	Howells, William Dean					1837-1920.	1903		1903	4	3		New York;London;Harper & 	NotFiction			Questionable shapes
799	mdp.39015050488132	Welsh, Irvine						2001		2001	1	1		London|Jonathan Cape|2001	Fiction	Edinburgh|Scotland|Fictio		Glue
800	nyp.33433076051691	Marsh, Marie L. (Marie Louise)						1913		1913	1	1		Chicago;F.G. Browne & Co.	Fiction			Auburn and freckles
801	nyp.33433076053309	Post, Waldron Kintzing					1868-1955.	1899		1899	1	1		New York;London;G. P. Put	Fiction	History, Naval|Fiction		Smith Brunt; a story of the old navy
802	mdp.39015056269569							2002		2002	2	2		Vilnius|Tyto alba|2002.	Bibliographies|Fiction	Translations into English		The earth remains : an anthology of contemporary Lithuanian prose
803	nyp.33433088073741							1855		1855	1	1		New York;J.Q. Preble;1855	Fiction			The little Esop
804	uc1.b112814	Grant, Charles						1896		1896	1	1		London;New York;Macmillan				Stories of Naples and the Camorra
805	mdp.39015073602065	A. K. (Aleksandr KondratÊ¹ev)					b. 1876.	2004		2004	1	1		New York|P. Lang|c2004.	Bibliographies|Fiction			On the banks of the Yaryn : a demonological novel
806	uiuo.ark+=13960=t4th96q76	Crandolph, Augustus Jacob						1811		1811	3	3	v.1	London;Printed at the Min				The mysterious hand, or, Subterranean Horrours!
807	uc1.b3561913	Jewett, Sarah Orne					1849-1909.	1925		1909	3	3	v.1	Boston|New York|Houghton 	Fiction			The return. Mrs. Todd. The schoolhouse. At the schoolhouse window. Captain Littlepage. The waiting place. The outer island. Green Island. William. Where pennyroyal grew. The old singers. A strange sail. Poor Joanna. The hermitage. On Shell-heap Island. The great expedition. A country road. The Bowden reunion. The feast's end. Along shore. A Dunnet shepherdess. The Queen's twin. William's wedding. The backward view
808	uiuo.ark+=13960=t6sx6xq74	Smedley, Menella Bute						1851		1851	2	2	v.2	London;G. Hoby;1851.				The story of a family
809	mdp.39015025248579	Milsted, David					1954-	1989		1989	1	1		Edinburgh|Mainstream|1989	Fiction			Market forces
810	nyp.33433076041908	Townsend, Virginia F. (Virginia Frances)					1836-1920.	1865		1865	1	1		Philadelphia;J.B. Lippinc	Fiction			Janet Strong
811	loc.ark+=13960=t55d8zb5c	Hathaway, W. E						1873		1873	1	1		Cincinnati;R. Clarke & Co		1869-1877|United States|P		My grandfather's old coat
812	njp.32101073308114	Dillon, Henry Augustus Dillon-Lee					1777-1839.	1824		1824	4	4	vol.1	London;Treuttel and W?_rt	Fiction			Rosaline de Vere
813	mdp.39015033419766	Ohnet, Georges					1848-1918.	1888		1888	2	2		Chicago;New York;Rand, Mc	Fiction|UnknownGenre	French fiction		The ironmaster; or, Love and pride
814	mdp.39015019150161	Blier, Bertrand						1974		1974	1	1		Philadelphia|Lippincott|1	Fiction			Going places
815	wu.89098008162	Sedgwick, Catharine Maria					1789-1867.	1872		1867	1	1		New York;Harper & brother	NotFiction			Life and letters of Catherine M. Sedgwick
816	inu.30000118294887	Taylor, Joseph					1761 or 2-1844.	1814		1814	3	3		London;Lackington, Allen,	NotFiction	Apparitions		Apparitions; or, The mystery of ghosts, hobgoblins, & haunted houses developed
817	uiuo.ark+=13960=t6c25jh56							1807		1807	1	1	v.1	London;Printed for Longma				Theodore
818	uc1.$b242744	Komroff, Manuel					1890-1974.	1929		1929	4	4	v.1	New York|Coward-McCann, i	Fiction|NotFiction			Coronet
819	mdp.39015067068505	Riley, W. (William)					1866-	1924		1924	1	1		London|H. Jenkins Ltd.|19	UnknownGenre			The garden of delight
820	uiuo.ark+=13960=t7gq77m0x	Neale, J. M						1857		1857	1	1	Talbot Collection of British Pamphlets	London;Joseph Masters, Al				The Lewes Riot
821	mdp.39015004925072	Hess, Hannah S						1973		1973	1	1		New York|Scribner|1973	NotFiction	Home and school		The third side of the desk; how parents can change the schools
822	uiuo.ark+=13960=t85h81m7m	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1836		1836	6	6	v.2	London;Saunders and Otley	Fiction			The desultory man
823	uc2.ark+=13960=t06w98k3d	Baumbach, Rudolf					1840-1905.	1888		1888	1	1		New York;T. Y. Crowell;c1				Summer legends
824	uc1.$b298821	Graham, Stephen					1884-1975.	1930		1930	1	1		London|E. Benn|1930	Fiction	Princip, Gavrilo|1894-191		St. Vitus day
825	mdp.39015066855217	Goldfaden, Josh					1972-	2007		2007	1	1		Portland, Or.|Tin House B	Fiction	Short stories, American		Human resources : stories
826	mdp.39015008521307	Gombrowicz, Witold						1978		1978	2	2		New York|Grove Press : di	Fiction			Three novels
827	nyp.33433082353917	Keir, Susanna Harvey					1747-1802.	1802		1802	1	1		Boston;Printed by Munroe 	NotFiction	Children's stories, Scott		Interesting memoirs
828	uc1.$b358653	Lytton, Edward Bulwer Lytton, Baron					1803-1873.	1852		1852	2	1	v. 4	London;New York;G. Routle	Fiction|NotFiction	the Spartan|Fiction|Pausa		; The coming race. Falkland. Zicci. Pausanias the Spartan
829	mdp.39015073893649	PÃ©rez-Reverte, Arturo						2008		2008	1	1		New York|Random House|c20	Fiction	War|Fiction|Psychological		The painter of battles : a novel
830	uc1.b4395449	Schoeman, P. J. (Pieter Johannes)					1903-1988.	1958		1958	1	1		Cape town|H. Timmins|1958	NotFiction	Tales, San|San (African p		Hunters of the desert land
831	mdp.39015053143296	Weiner, Steve					1947-	2001		2001	1	1		Woodstock, NY|Overlook Pr	Fiction	Shipwreck survival|Fictio		The yellow sailor
832	hvd.hn2her							1804		1804	1	1		London;printed for J.Harr	NotFiction			The Tame goldfinch,or The unfortunate neglect
833	uc1.b4386662	Houghton, Norris						1958		1958	1	1		New York|Dell Pub. Co.|19	Fiction	Short stories, English|Sh		Great Russian short stories
834	uc1.b4390776							1945		1945	1	1		Moscow|Foreign Languages 	NotFiction	Campaigns|Napoleon|Fictio		Bagrattion, the honour and glory of 1812
835	hvd.hn3n65	Scott, Walter, Sir					1771-1832.	1834		1832	1	1	v.20	Boston;Samuel H. Parker;1	Fiction			Waverley novels
836	uc1.$b105566	Schoonover, Lawrence L					1906-	1958		1958	1	1		Boston|Little, Brown|1958	Fiction	Jones, John Paul|1747-179		The revolutionary
837	wu.89017612011	Hillary, Richard Hope					1919-1943.	1942		1942	3	3		London|Macmillan & co. lt	NotFiction	Aerial operations|Aerial 		The last enemy
838	coo.31924002854994	Johnson, George W						1849		1849	1	1	v.4	London;Published by Wm. S	NotFiction	Gardening		The cottage gardener; or Amateur and cottager's guide to out-door gardening and spade cultivation
839	uiuo.ark+=13960=t86h4x71b							1813		1813	2	2	v.2	London;Printed for Longma				Demetrius, a Russian romance
840	nnc1.cu58483284	Burney, Sarah Harriet					1772-1844.	1840		1840	2	2	v.1	Philadelphia;Lee & Blanch	Fiction			The renunciation : A romance of private life
841	nyp.33433076072762	Ware, William					1797-1852.	1838		1838	9	7		New York;C. S. Francis;18	Fiction|NotFiction	Fiction|Fiction|History|A		Probus; or, Rome in the third century
842	mdp.39015059418353	Kelley, Welbourn						1932		1932	2	2		New York|W. Morrow & comp	Fiction			Inchin' along
843	uc2.ark+=13960=t2z31tt9g							1823		1823	3	3	v.1	London;H. Colburn & Co.;1				Isabella
844	uc1.$b87003	Buck, Pearl S. (Pearl Sydenstricker)					1892-1973.	1945		1945	3	3		New York|The John Day com	Fiction|NotFiction			The townsman
845	uc1.32106007586479	Acker, Kathy					1948-1997.	1982		1982	2	2		Barrytown, N.Y.|Open Book	Fiction			Great expectations
846	uiuo.ark+=13960=t2k65383v	Rennie						1819		1819	3	3	v.2	Edinburgh;Archibald Const				Saint Patrick
847	uc1.b3332173	Ellis, Edward Sylvester					1840-1916.	1895		1895	3	3		Philadelphia;Henry T. Coa	Juvenile audience|NotFict			The path in the ravine
848	uiuo.ark+=13960=t3cz3sz2v	Palmer, Alicia Tindal						1811		1811	3	3	v.2	London;Printed for Lackin				The sons of Altringham;
849	uiuo.ark+=13960=t1pg27k2b	Pinchard						1814		1814	3	3	v.1	London;Printed for H. Col				Mystery and confidence
850	uiuo.ark+=13960=t6n01hh52	Westbury, Hugh						1887		1887	3	3	v.2	London;New York;Macmillan				Frederick Hazzleden
851	mdp.39015013497311	Kingston, Charles						1921		1921	1	1		New York;Brentano;1921.	NotFiction	Kings and rulers		Royal romances and tragedies
852	nyp.33433074938246	Burney, Sarah Harriet					1772-1844.	1817		1817	1	1	v. 1	Philadelphia;Published by	Fiction	English fiction		Geraldine Fauconberg. In two volumes
853	uc1.32106005145641	Michener, James A. (James Albert)					1907-1997.	1979		1979	1	1		New York|Random House|c19	Fiction	Fiction|History		The watermen : selections from Chesapeake
854	uc1.b3550071	Hawthorne, Nathaniel					1804-1864.	1882		1864	2	2	v.6	Boston;New York;Houghton 	NotFiction	American literature		The works of Nathaniel Hawthorne
855	uc2.ark+=13960=t5w669r43	Snider, Denton Jaques					1841-1925.	1889		1889	2	2		St. Louis;Sigma;c1889				The Freeburgers
856	mdp.39015014890845	Glover, Douglas H						1988		1988	1	1		Markham, Ont.|New York, N	Fiction			The South will rise at noon
857	loc.ark+=13960=t81j9wc5b	La Baere, Cl??mence de. [from old catalog]						1905		1905	1	1		Sacramento, Cal.;1905.				Fables and symbols
858	uc2.ark+=13960=t3st7kz1r	Hofland						1850		1850	1	1		London;A. Hall, Virtue;18				Patience;
859	uc2.ark+=13960=t7dr2r26p	Trumbull, Annie Eliot					1857-1949.	1897		1897	1	1		New York;A.S. Barnes and 				A Christmas accident
860	loc.ark+=13960=t31266p0b	Hunter, George					b. 1835.	1888		1887	2	2		Battle Creek, Mich.;Revie	NotFiction	Washington (State)|Pacifi		Reminiscences of an old timer
861	uva.x030736396	Harte, Bret					1836-1902.	1877		1877	1	1		Boston;J.R. Osgood and Co	Fiction			Condensed novels
862	uc1.31158001376481	Howard, O. O. (Oliver Otis)					1830-1909.	1908		1908	1	1		New York;The Century co.;	NotFiction	Fiction|Indians of North 		Famous Indian chiefs I have known
863	uc1.b3435555	Blackstock, Charity						1970		1970	1	1		New York|Coward-McCann|19	Fiction			The daughter
864	uc2.ark+=13960=t3416vj6w	Steuart, John A. (John Alexander)					1861-1932.	1902		1902	1	1		New York;D. Appleton and 				A son of Gad;
865	nyp.33433061821587	Croker, Thomas Crofton					1798-1854.	1825		1825	1	1	v. 1	London;J. Murray;1825-28.	Fiction	Scotland|Ireland|Legends|		The shefro. The cluricaune. The banshee. The phooka. Thierna na oge.--pt
866	njp.32101038161665	Opie, Amelia Alderson					1769-1853.	1816		1816	9	9	vol.1	Boston;Wells and Lilly;18	Fiction			Valentine's eve
867	njp.32101068167186	Dallas, Robert Charles					1754-1824.	1801		1801	4	4	vol.2	London;Printed by A. Stra	Fiction			Percival : or, Nature vindicted : a novel
868	uc1.32106017775336	Stern, Daniel					1928-2007.	2004		2004	1	1		Huntsville, Tex.|Texas Re	Fiction			A little street music
869	mdp.39015037837096	Willingham, Calder					1922-1995.	1951		1951	1	1		New York|Vanguard Press|c	Fiction			Reach to the stars
870	mdp.39015045656983	Bruchac, Joseph					1942-	1998		1998	1	1		Hanover, NH|University Pr	Fiction|Historical fictio	Adirondack Mountains Regi		The waters between : a novel of the dawn land
871	mdp.39015049970133	Winer, Delsa					1937-	2000		2000	1	1		New York|Simon & Schuster	Psychological fiction|Fic	Shipwreck survival|Absenc		Almost strangers : a novel
872	wu.89094583911	Donaldson, Paschal						1854		1854	1	1		New York;Carlton & Philli	Fiction	Mythology, Classical		Conversations on the mythology of the ancients, or, A history of the heathen deities
873	uiuo.ark+=13960=t5z611x6q							1872		1872	1	1	v.1	London;S. Low, Marston, L				Macalpine, or, On Scottish ground
874	inu.32000009045727	Oppenheim, E. Phillips (Edward Phillips)					1866-1946.	1931		1931	1	1		Boston|Little, Brown, and	NotFiction			Clowns and criminals, the Oppenheim omnibus
875	pst.000005729135	Duren, James A						1960		1960	1	1		New York|Pageant Press|19	NotFiction			On wings of the evening
876	umn.31951002139557e	Kelland, Clarence Budington					1881-1964.	1916		1916	1	1		New York;Harper;1916].	NotFiction			The Hidden spring : a novel
877	uiuo.ark+=13960=t3bz6g32r	Butt, Beatrice May						1892		1892	3	3	v.2	Edinburgh;W. Blackwood;18		823B978I		Ingelheim
878	uc1.b3464943	Yaffe, James					1927-	1982		1982	2	2		New York|Holt, Rinehart, 	Fiction			Saul and Morris, worlds apart : a novel
879	njp.32101073308379	Kelty, Mary Ann					1789-1873.	1862		1862	1	1		Boston;s.n.;1862.	Fiction	Sources|1564-1616|Religio		The real and the beau-ideal. Passages from Shakespeare, compared with those from Holy Writ. Siberts wold, a tale
880	uiuo.ark+=13960=t5h99gq2h	Du Bois, Edward					1774-1850.	1801		1801	3	3	v.1	London;Murray and Highley		823D85O		Old Nick;
881	nyp.33433076087182	King, Charles					1844-1933.	1893		1893	2	2		Philadelphia;Lippincott;1	Fiction			A soldier's secret : a story of the Sioux War of 1890 : and, An Army Portia : two novels
