"docid"	"allcopiesofwork"	"author"	"authordate"	"category"	"copiesin25yrs"	"enumcron"	"firstpub"	"gender"	"genres"	"imprint"	"inferreddate"	"latestcomp"	"nationality"	"pseudonym"	"realname"	"shorttitle"	"subjects"
"mdp.39015030126505"	1	"Roscoe, Thomas (trans.)"	"1791-1871."	"reprint"	1	"v.1"	1498	"m"	"UnknownGenre"	"London;H. Colburn;1826."	1826	1826	"uk"			"Introduction. Reineke Fuchs (Reynard the Fox) numerous authors and editions of it. The pleasant history of Reynard the Fox Flowleglass, the merry jester. Doctor Faustus"	
"nyp.33433082547609"	2		"1687-c. 1750"	"reprint"	2	"v. 5 (Robert Drury)"		"m"	"NotFiction"	"London;Printed for Hunt a"	1826	1826	"uk"		"Drury, Robert"	"Autobiography, a collection of the most instructive and amusing lives ever published"	"Hume, David|1711-1776|160"
"nyp.33433075736722"	2	"Roscoe, Thomas"	"1791-1871."	"reprint"	2	"v. 2"		"m"	"Fiction|UnknownGenre"	"London;H. Colburn;1826."	1826	1826	"uk"			"K. F. Gottschalck;"	"English fiction|German fi"
"njp.32101067630754"	7	"Brown, Charles Brockden"	"1771-1810."	"novel"	2		1799	"m"	"Novel|Fiction"	"Boston;Published by S. G."	1827	1810	"us"			"Edgar Huntly : or memoirs of a sleep walker"	
"mdp.39015028390121"	1	"Scott, Walter, Sir"	"1771-1832."	"novel"	1	"v.11"	1818	"m"	"Fiction"	"Edinburgh;R. Cadell;1829-"	1829	1829	"uk"			"Waverley novels"	
"uc1.32106019618427"	1	"Edgeworth, Maria"	"1767-1849."	"novel"	1	"v.10"	1812	"f"	"NotFiction"	"London;Baldwin and Cradoc"	1832	1832	"ir"			"The Absentee|Madame de Fluery|Emilie de Coulanges|The Modern Griselda"	
"njp.32101075727980"	1			"poetry"	1	"vol. 12"			"Fiction"	"London;Printed for the Pe"	1840	1840				"Early English poetry, ballads and popular literature of the middle ages"	"English poetry|Early mode"
"njp.32101033289859"	1			"poetry"	1	"vol. 10"			"Fiction"	"London;Printed for the Pe"	1840	1840				"Early English poetry, ballads and popular literature of the middle ages"	"English poetry|Early mode"
"uva.x030377639"	45	"Goethe, Johann Wolfgang von"	"1749-1832."	"novel"	12	"v.1"	1796	"m"	"NotFiction|Bibliographies"	"Philadelphia;Lea and Blan"	1840	1832	"de"			"Wilhelm Meister's apprenticeship and travels"	"Fiction|German"
"nyp.33433076078843"	1	"Scott, Walter, Sir"	"1771-1832."	"novel"	1	"v. 1"	1814	"m"	"Fiction"	"Leipzig;B. Tauchnitz;1845"	1845	1832	"uk"			"Waverley novels"	
"mdp.39015068232969"	1	"Gidde, Walter"		"reprint"	1		1615	"m"	"NotFiction"	"London;W. Pickering;1848."	1848	1848				"A booke of sundry dravghtes"	"Decoration and ornament|G"
"uc2.ark+=13960=t3st7kz1r"	1	"Hofland"	"1770-1844."	"novel"	1		1813	"f"		"London;A. Hall, Virtue;18"	1850	1850	"uk"		"Hofland, Barbara"	"Patience;"	
"nyp.33433082192877"	1	"Sophocles"		"reprint"	1				"Fiction"	"Cambridge [Mass;J. Bartle"	1851	1851				"The Aias of Sophocles, with critical and explanatory notes"	
"uc1.$b358650"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v. 1"	1829	"m"	"NotFiction"	"London;New York;G. Routle"	1852	1852	"uk"			"; Devereux. Godolphin"	
"nyp.33433082291505"	1			"reprint"	1				"NotFiction"	"New York;Richard Marsh;18"	1856	1856				"New book of a thousand anecdotes, wit, humor, odd scraps, tales legends, bon mots, offhand hits, sketches"	"Wit and humor"
"uc1.b3321364"	2	"Cooper, James Fenimore"	"1789-1851."	"novel"	1	"v. 6"	1831	"m"	"Bibliographies|Fiction"	"New York;W.A. Townsend;18"	1859	1851	"us"			"The bravo"	
"mdp.39015001034399"	4	"Dalton, William"	"1821-1875."	"reprint"	4			"m"	"NotFiction"	"New York;Townsend;1860."	1860	1860				"Early English poetry, ballads and popular literature of the middle ages"	
"uc2.ark+=13960=t6xw4894k"	2	"Foster, Hannah (Webster)"	"1758-1840"	"novel"	2		1797	"f"		"Philadelphia;T. B. Peters"	1866	1866	"us"			"The coquette, or, The life and letters of Eliza Wharton"	"Whitman, Elizabeth|1752-1"
"uva.x002177939"	1	"Cameron, (Lucy Lyttelton), Mrs"	"1781-1858."	"juvenile"	1			"f"	"NotFiction"	"London;Houlston and Wrigh"	1866	1858	"uk"			"Emma and her nurse : or, The History of Lady Harewood and The mother's grave"	
"uc2.ark+=13960=t78s4p26q"	1	"Merry"		"reprint"	1			"m"		"Halifax;W. Nicholson;Lond"	1868	1868				"The merry companion for all readers"	"English wit and humor"
"mdp.39015004847714"	3	"Carlyle, Thomas"	"1795-1881."	"novel"	3	"v.33"	1795	"m"	"NotFiction"	"London;Chapman & Hall;187"	1871	1871			"Goethe, Johann Wolfgang von"	"Wilhelm Meister"	
"wu.89078230232"	16	"Surtees, Robert Smith"	"1805-1864."	"reprint"	2			"m"	"Fiction|UnknownGenre|NotF"	"London;New York;G. Routle"	1871	1864	"uk"			"Jorrocks's jaunts and jollities : the hunting, shooting, racing, driving, sailing, eccentric, and extravagant exploits of that renowned sporting citizen, Mr. John Jorrocks"	"Fox hunting|Fox-hunting"
"njp.32101013593403"	1	"Day, Samuel Phillips"		"reprint"	1			"m"	"Juvenile audience|London|"	"London;Cassell, Petter, a"	1872	1872				"The rare romance of Reynard the fox, the crafty courtier : together with The shifts of his son Reynardine : in words of one syllable"	
"nyp.33433076087786"	3	"Irving, Washington"	"1783-1859."	"shortstories"	2		1820	"m"	"Fiction"	"Philadelphia, London;J.B."	1875	1859	"uk"			"The legend of Sleepy Hollow, and The spectre bridegroom. From the ""Sketch book"""	"Fiction|Catskill Mountain"
"uc2.ark+=13960=t7sn03n62"	4	"Cupples, George"	"1822-1891."	"novel"	4		1848	"m"	"NotFiction"	"London;Sands;1878"	1878	1878	"uk"			"The green hand;"	
"uiuo.ark+=13960=t0ks76f0z"	6	"Keon, Miles Gerald"	"1821-1875."	"novel"	6	"v.3"	1852	"m"	"Fiction"	"London;R. Bentley;1879."	1879	1875	"ir"			"Harding the money-spinner"	"823K433H|Irish fiction"
"uc2.ark+=13960=t7xk8n82d"	1	"Lever, Charles James"	"1806-1872."	"novel"	1	"v.12"	1856	"m"		"London, New York;G. Routl"	1880	1872	"ir"			"Charles Lever's novels"	
"mdp.39015016441647"	2	"Dickens, Charles"	"1812-1870."	"novel"	2	"v.11-12"	1836		"Fiction"	"New York;G. Routledge and"	1880	1870				"Sketches by Boz. Great expectations"	
"njp.32101068178696"	3	"Herbert, Henry William"	"1807-1858."	"nonfic"	3	"v.2"		"u"	"NotFiction"	"Philadelphia;T. B. Peters"	1881	1858				"Frank Forester's sporting scenes and characters. Embracing ""The Warwick woodlands"", ""My shooting box"", ""The Quondon hounds"", and ""The deerstalkers"""	"1856-1925|Pond, Fred. E|("
"uc1.b3336986"	1	"Crawford, F. Marion (Francis Marion)"	"1854-1909."	"novel"	1	"v. 17"	1891	"m"	"NotFiction"	"New York;Collier;c1882-c1"	1882	1882	"us"		"Crawford, Francis Marion"	"The Witch of Prague"	
"uc1.31158005355168"	1	"Bj�rnson, Bj�rnstjerne"	"1832-1910."	"novel"	1	"v.2"	1882	"m"	"NotFiction"	"New York;Doubleday, Page;"	1882	1882	"no"			"The Fisher Maiden"	
"uc1.b3550071"	2	"Hawthorne, Nathaniel"	"1804-1864."	"novel"	2	"v.6"	1860	"m"	"NotFiction"	"Boston;New York;Houghton "	1882	1864	"us"			"The Marble Faun"	"American literature"
"inu.30000121043115"	1			"reprint"	1	"v.13"	1706	"u"	"NotFiction"	"Denver, Col.;Burton Club;"	1885	1885				"Plain and literal translation of the Arabian nights entertainments; now entituled the book of the Thousand nights and a night"	
"uc1.32106007688648"	1	"Thackeray, William Makepeace"	"1811-1863."	"novel"	1	"v.8"	1848	"u"	"NotFiction"	"New York;G. Routledge;188"	1886	1863				"Vanity Fair"	
"uva.x000529713"	3	"Hugo, Victor"	"1802-1885."	"novel"	3	"V.4"	1831	"m"	"Fiction"	"Boston;Little, Brown;1887"	1887	1885	"fr"			"Notre Dame de Paris"	
"mdp.39015078556472"	1			"reprint"	1			"u"	"Juvenile audience|Fiction"	"London;New York;Raphael T"	1890	1890				"Robinson Crusoe"	"Shipwreck survival|Juveni"
"mdp.39076005013839"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v.6"	1830	"m"	"Fiction"	"Boston;Dana Estes and Co."	1891	1873	"uk"			"Bulwer's novels"	
"mdp.39076005013805"	1	"Lytton, Edward Bulwer Lytton, Baron"	"1803-1873."	"novel"	1	"v.3"	1832	"m"	"Fiction"	"Boston;Dana Estes and Co."	1891	1873	"uk"			"Bulwer's novels"	
"uc1.$b521788"	1	"Hugo, Victor"	"1802-1885."	"novel"	1	"v. 16"	1862	"m"	"NotFiction"	"Philadelphia;G. Barrie;c1"	1892	1885	"fr"			"Les miserables"	
"uva.x030825524"	11	"Dumas, Alexandre"	"1802-1870."	"novel"	10	"v.14 1893"	1847	"m"	"Fiction|UnknownGenre|NotF"	"Boston;Estes and Lauriat;"	1893	1870	"fr"			"The forty-five"	"Henry III, 1574-1589|Hist"
"mdp.49015002138023"	1	"Meredith, George"	"1828-1909."	"novel"	1	"v.6"	1860	"m"	"Bibliographies|NotFiction"	"London;Constable;1909-11"	1896	1896	"uk"			"Evan Harrington; a novel"	
"njp.32101068163326"	1	"Ainsworth, William Harrison"	"1805-1882."	"novel"	1		1856	"m"	"Fiction"	"London;G. Routledge;1897?"	1897	1882	"uk"			"The spendthrift : a tale"	
"uc2.ark+=13960=t53f4p02b"	1	"Balzac, Honor� de"	"1799-1850"	"novel"	1		1847	"f"		"Philadelphia;Gebbie Publi"	1898	1898	"fr"			"The poor parents and Cousin Pons"	
"uc2.ark+=13960=t31261n0t"	1	"Daudet, Alphonse"	"1840-1897."	"novel"	1	"v.04"	1881	"m"		"New York;Society of Engli"	1898	1897	"fr"			"The novels, romances, and memoirs of Alphonse Daudet"	
"mdp.39015064793170"	1			"reprint"	1	"v.7"	1704		"NotFiction"	"S.l.;s.n.;Privately print"	1900	1900				"The book of the thousand nights and a night : a plain and literal translation of the Arabian nights entertainments"	
"uva.x030284935"	1			"reprint"	1	"v.2"	1721		"NotFiction"	"London;s.n.;1901."	1901	1901				"The book of the thousand nights and one night"	
"mdp.39015024856281"	1	"Tolstoy, Leo, graf"	"1828-1910."	"novel"	1	"v.5"	1867	"m"	"UnknownGenre"	"New York &;Boston;Colonia"	1904	1904	"ru"			"The complete works of Count Tolstoy"	
"mdp.39015063930500"	1	"George, Henry"	"1839-1897."	"novel"	1			"m"	"Fiction"	"New York;London;The Macmi"	1906	1897	"us"			"The romance of John Bainbridge"	
"mdp.39015013446680"	6	"Snorri Sturluson"	"1179?-1241."	"reprint"	6	"v.2"		"u"	"History|UnknownGenre|NotF"	"London;New York [etc.;Nor"	1906	1906				"The Heimskringla, a history of the Norse kings"	"History"
"uc2.ark+=13960=t0qr4qv09"	2			"reprint"	2			"u"		"London;New York;etc.] Nor"	1907	1907				"The story of Burnt Njal, the great Icelandic tribunt, jurist, and counsellor"	
"uc2.ark+=13960=t1hh6cn83"	1	"J?_kai, M?_r"	"1825-1904."	"novel"	1		1879	"m"		"Chicago;Saalfield;1908, c"	1908	1902	"hun"		"Jokai, Maurus"	"Told by the death's head"	
"uc2.ark+=13960=t79s1sv30"	1	"Loti, Pierre"	"1850-1923."	"novel"	1		1878	"m"		"London;Laurie;191-?"	1910	1910	"fr"			"The marriage of Loti (Rarahu)"	
"njp.32101076479763"	1	"Verne, Jules"	"1828-1905."	"novel"	1	"v.7"	1871	"u"	"Fiction"	"New York;V. Parke;c1911."	1911	1905				"A Floating City, etc"	
"njp.32101076479797"	1	"Verne, Jules"	"1828-1905."	"novel"	1	"v.2"	1864	"m"	"Fiction"	"New York;V. Parke;c1911."	1911	1905	"fr"			"A Trip to the Center of the Earth"	
"uc2.ark+=13960=t8x923k22"	1			"reprint"	1	"v.02"				"Albany;J.B. Lyon;c1913-c1"	1913	1913				"The German classics of the nineteenth and twentieth centuries"	"German literature|Transla"
"mdp.39015012190651"	1	"Maupassant, Guy de"	"1850-1893."	"shortstories"	1	"v.12"	1884	"m"	"UnknownGenre"	"New York;Brunswick Subscr"	1917	1893	"fr"			"The complete works of Guy de Maupassant. Translations and critical and interpretative essays"	
"uva.x030557421"	1	"Henry, O"	"1862-1910."	"shortstories"	1	"v.6"		"m"	"NotFiction"	"Garden City, N. Y.;Double"	1917	1910	"us"	"Henry, O"	"Porter, William Sydney"	"Works"	
"inu.39000005912279"	1	"Lang, Andrew"	"1844-1912."	"juvenile"	1		1904	"m"	"Juvenile audience|NotFict"	"New York;London;Longmans,"	1917	1912	"uk"			"The elf maiden, and other stories from the fairy books;"	"Fairy tales"
"uc1.32106007220202"	4	"Buddhaghosa"		"reprint"	4	"v.29"		"u"	"NotFiction"	"Cambridge, Mass.;Harvard "	1921	1921				"Buddhist legends"	"Legends, Buddhist|Suttapi"
"mdp.39015062378909"	1	"Stork, Charles Wharton (trans.)"	"1881-1971"	"shortstories"	1			"m"	"Short stories"	"New York|Dutton|c1923."	1923	1923	"us"			"Modern Swedish masterpieces : short stories"	"Short stories, Swedish|Sh"
"uc1.b4020431"	1			"reprint"	1	"v.16"			"NotFiction"	"London|The Casanova Socie"	1923	1923				"The book of the thousand nights and one night : rendered  from the literal and complete version of Dr. J. C. Mardrus and collated with other sources"	"Arabian nights"
"pst.000009221963"	1			"reprint"	1		1611		"NotFiction"	"London|Milford|1924."	1924	1924				"The Apocrypha : translated out of the Greek and Latin tongues; being the version set forth A.D. 1611, compared with the most ancient authorities and revised A.D. 1894"	
"uc1.32106011160972"	1	"Conrad, Joseph"	"1857-1924."	"novel"	1	"v.24"		"m"	"NotFiction"	"Garden City, N.Y.|Doubled"	1924	1924	"uk"			"Complete works of Joseph Conrad"	
"uc1.32106007238014"	1	"Conrad, Joseph"	"1857-1924."	"novel"	1	"v.8"			"NotFiction"	"Garden City, N.Y.|Doubled"	1924	1924				"Complete works of Joseph Conrad"	
"uc1.b3561913"	3	"Jewett, Sarah Orne"	"1849-1909."	"shortstories"	3	"v.1"		"f"	"Fiction"	"Boston|New York|Houghton "	1925	1909	"uk"			"The return. Mrs. Todd. The schoolhouse. At the schoolhouse window. Captain Littlepage. The waiting place. The outer island. Green Island. William. Where pennyroyal grew. The old singers. A strange sail. Poor Joanna. The hermitage. On Shell-heap Island. The great expedition. A country road. The Bowden reunion. The feast's end. Along shore. A Dunnet shepherdess. The Queen's twin. William's wedding. The backward view"	
"mdp.39015030767803"	6	"Bell, Mackenzie"	"1856-1930."	"reprint"	6	"v.1"		"u"	"ContainsBiogMaterial|NotF"	"New York|L. MacVeagh, The"	1927	1927				"Representative novelists of the nineteenth century : being passages from their works with brief biographies and introductions and a critical essay"	"English fiction|American "
"pst.000025651935"	1	"Tolstoy, Leo, graf"	"1828-1910."	"novel"	1			"u"	"NotFiction"	"Roslyn, N.Y.|Black's Read"	1928	1910			"Tolstoy, Leo"	"The works of Leo Tolstoi"	"Russian literature|19th c"
"mdp.39015011028746"	1	"Plutarch"		"reprint"	1		96	"m"	"UnknownGenre"	"Oxford|The Clarendon pres"	1932	1932				"Plutarch's lives of Coriolanus, Caesar, Brutus, and Antonius in North's translation"	"Sources|1564-1616|Shakesp"
"mdp.39015062996734"	2	"Converse, Florence"	"1871-1967"	"novel"	2			"f"	"UnknownGenre|NotFiction"	"London|J.M. Dent|New York"	1933	1933	"us"			"Long Will"	
"inu.30000055877900"	1	"Wace"	"ca. 1100-ca. 1175."	"reprint"	1		1500	"u"	"Bibliographies|NotFiction"	"London|J. M. Dent & sons,"	1937	1937				"Arthurian chronicles"	"Arthurian romances|Romanc"
"uc1.b4095559"	1	"Grey, Zane"	"1872-1939."	"novel"	1		1915	"m"	"Fiction"	"New York|Grosset & Dunlap"	1943	1939	"us"			"The rainbow trail"	
"mdp.39015020740687"	1			"juvenile"	1				"UnknownGenre"	"London|Routledge and Paul"	1948	1948				"Fairy tales"	"Fairy tales"
"mdp.39015066648810"	3	"Mauriac, FranÃ§ois"	"1885-1970."	"novel"	3		1922	"m"	"Fiction"	"London|Eyre & Spottiswood"	1950	1950	"fr"		"Mauriac, François"	"A kiss for the leper =Le baiser au lÃ©preux ; [Genetrix]"	
"mdp.39015018053242"	2	"Ashley, Robert Paul"	"1915-"	"reprint"	2		1600		"Fiction"	"New York|Rinehart|1953"	1953	1953				"Elizabethan fiction"	"Early modern, 1500-1700|E"
"mdp.49015003181857"	1	"Malory, Thomas, Sir"	"active 15th century."	"reprint"	1		1485	"m"	"NotFiction"	"Leicester, England|Edmund"	1954	1954				"King Arthur of Britain : from Sir Thomas Malory's Morte d'Arthur"	"Arthurian romances|Arthur"
"pst.000021382758"	1			"shortstories"	1	"win. v.16"			"NotFiction"	"New York|Reader's Digest "	1954	1954				"Reader's digest condensed books : winter 1954 selections, vol. 16"	"Condensed books"
"uc1.32106014453721"	1	"Sayers, Dorothy L. (Dorothy Leigh)"	"1893-1957."	"novel"	1		1926	"f"	"NotFiction"	"New York|Harper & Row|195"	1956	1956	"uk"			"Clouds of witness : and The unpleasantness at the Bellona Club"	
"mdp.39015005422327"	1	"Hamalian, Leo"	"1920-2003"	"reprint"	1			"m"	"Fiction"	"New York|Putnam|1958"	1958	1958	"us"			"Ten modern short novels"	"Fiction|Collections"
"inu.30000007145497"	1			"reprint"	1			"u"	"Fiction"	"London|J. M. Dent|New Yor"	1960	1960				"The story of Burnt Njal"	"Nja?ll �orgursson|930 (ca"
"mdp.39015005144137"	1	"von Strassburg, Gottfried"	"d. 1210"	"reprint"	1			"u"	"NotFiction"	"Baltimore|Penguin Books|1"	1960	1960				"Tristan"	"Tristan|(Anglo-Norman poe"
"uc1.32106002093380"	1	"Burroughs, Edgar Rice"	"1875-1950."	"novel"	1		1916	"m"	"Fiction"	"New York|Dover Publicatio"	1962	1950	"us"			"Three Martian novels: Thuvia, maid of Mars. The chessmen of Mars. The master mind of Mars"	"Fiction|Science fiction, "
"mdp.39015008526686"	2	"Azuela, Mariano"	"1873-1952."	"novel"	2		1918	"m"	"NotFiction"	"San Antonio|Principia Pre"	1963	1952	"me"			"Two novels of the Mexican Revolution: The trials of a respectable family and The underdogs"	"1910-1916|Fiction|History"
"uc1.32106011946701"	1			"reprint"	1				"NotFiction"	"London|New York [etc.|Oxf"	1968	1968				"The Oxford illustrated Old Testament; with drawings by contemporary artists"	
"pst.000047317420"	1			"reprint"	1	"v.3-4"			"NotFiction"	"New York|Garrett Press|19"	1969	1969				"Stories by English authors"	"19th century|English fict"
"uc1.32106002055595"	1	"Newman, Charles"	"1938-2006."	"shortstories"	1			"m"	"NotFiction"	"Bloomington|Indiana Unive"	1970	1968				"Under 30: fiction, poetry and criticism of the new American writers"	"20th century|Literary col"
"mdp.39015024030150"	2	"James, C. L. R. (Cyril Lionel Robert)"	"1901-1989."	"novel"	1			"u"	"Fiction|NotFiction"	"London|New Beacon Books|c"	1971	1971				"Minty Alley"	"Social classes|Fiction|Fi"
"mdp.39015046835966"	2			"reprint"	2	"v.4"			"Fiction"	"London|Routledge & K. Pau"	1972	1972				"The Golden Lotus; a translation, from the Chinese original, of the novel Chin Pʻing Mei"	
"mdp.39015010397001"	2	"Murasaki Shikibu"	"978-1016"	"reprint"	2	"v.1"	1021	"f"	"NotFiction"	"New York|Alfred A, Knopf|"	1976	1976	"jp"		"Shikibu, Murasaki"	"The tale of Genji"	
"pst.000021000997"	1			"reprint"	1	"v.3"			"NotFiction"	"Pleasantville, N.Y.|Reade"	1976	1976				"Reader's digest condensed books : volume 3, 1976"	"Condensed books"
"mdp.39015000630163"	2	"Larson, Charles R"		"reprint"	2				"Fiction"	"Indianapolis|Bobbs-Merril"	1977	1977				"Academia nuts : or, The Collected works of Clara LePage"	
"mdp.39076002850787"	2			"reprint"	2				"Fiction"	"Prospect Heights, IL|Wave"	1977	1977				"Sharing literature with children : a thematic anthology"	"Children's literature"
"pst.000021202162"	1			"reprint"	1	"v.5"			"NotFiction"	"Pleasantville, N.Y.|Reade"	1977	1977				"Reader's digest condensed books : vol. 5, 1977"	"Condensed books"
"mdp.39015008521307"	2	"Gombrowicz, Witold"	"1904-1969."	"novel"	2		1937	"m"	"Fiction"	"New York|Grove Press : di"	1978	1978	"pol"			"Three novels"	
"mdp.39015011559971"	1	"Charteris, Leslie"	"1907-1993."	"novel"	1		1940	"m"	"Fiction"	"Garden City, N.Y.|Publish"	1979	1978	"uk"			"The Saint and the Templar treasure"	"Saint (Fictitious charact"
"uc1.b4220529"	1	"Yuan, Jing"	"1914-1999"	"novel"	1		1949	"f"	"Fiction"	"Peking|Foreign Languages "	1979	1979	"ch"			"Daughters and sons"	"Sino-Japanese War, 1937-1"
"uc1.32106005145641"	1	"Michener, James A. (James Albert)"	"1907-1997."	"novel"	1		1978		"Fiction"	"New York|Random House|c19"	1979	1979				"The watermen : selections from Chesapeake"	"Fiction|History"
"mdp.39015001044968"	3	"Gombrowicz, Witold"	"1904-1969"	"novel"	3		1939	"m"	"Fiction|NotFiction"	"London|Boston|M. Boyars|1"	1980	1980	"po"		"Gombrowicz, Witold Marian"	"Possessed, or, The secret of Myslotch"	
"mdp.39015054073187"	1			"reprint"	1			"u"	"Fiction"	"New York|Arbor House : [d"	1980	1980				"The Arbor House treasury of modern science fiction"	"Science fiction, American"
"uc1.b4384819"	1	"Leinster, Murray"	"1896-1975."	"novel"	1		1954	"m"	"NotFiction"	"New York, N.Y.|Crown Publ"	1984	1975	"us"	"Leinster, Murray"	"Jenkins, William Fitzgerald"	"The forgotten planet"	
"wu.89098012495"	1	"Brine, Mary D. (Mary Dow)"	"1816-"	"juvenile"	1		1850	"f"	"Juvenile audience|Fiction"	"London|Ernest Nister|New "	1987	1987				"The doings of a dear little couple"	
"mdp.49015002389782"	1	"Tomasi, Mari"	"1907-1965."	"novel"	1		1949	"f"	"Fiction"	"Shelburne, Vt.|New Englan"	1988	1965	"us"			"Like lesser gods"	
"uc1.b4281548"	2	"Nizan, Paul"		"novel"	2	"copy 2"	1938	"m"	"Fiction"	"London|New York|Verso|198"	1988	1988	"fr"			"The conspiracy"	
"mdp.39015037818021"	1			"reprint"	1				"Bibliographies|NotFiction"	"Ithaca|Cornell University"	1996	1996				"Stranger in our midst : images of the Jew in Polish literature"	"Poland|Literary collectio"
"mdp.39015048599586"	3	"O'Flaherty, Liam"	"1896-1984."	"shortstories"	3	"v.3"		"u"	"Fiction"	"Dublin, Ireland|Wolfhound"	1999	1984				"The collected stories"	"Fiction|Social life and c"
"mdp.39015073602065"	1	"A. K. (Aleksandr KondratÊ¹ev)"	"b. 1876."	"novel"	1		1930		"Bibliographies|Fiction"	"New York|P. Lang|c2004."	2004	2004				"On the banks of the Yaryn : a demonological novel"	
"mdp.39015000623663"	38	"Kipling, Rudyard"	"1865-1936."	"shortstories"	2		1888	"m"	"ContainsBiogMaterial|NotF"	"New York;Manhattan press;"	1800	1800	"uk"			"Plain tales from the hills"	"English fiction"
"nyp.33433074911581"	1	"Smith, Charlotte Turner"	"1749-1806."	"shortstories"	1	"v. 5"		"f"	"Fiction"	"London;Printed by and for"	1800	1800	"uk"			"The Hungarian (con't.) Leonora.  Guilelmine de Mortivalle"	"English fiction"
"umn.31951002017392d"	1			"shortstories"	1			"u"	"NotFiction"	"London;Reprinted for J. D"	1801	1801	"iran"			"The Tooti nameh; or, Tales of a parrot, in the Persian language with an English translation"	
"uiuo.ark+=13960=t96692w8z"	2	"Opie, Amelia Alderson"	"1769-1853."	"shortstories"	2	"v.3"		"f"		"London;Printed for Longma"	1806	1806	"uk"			"The soldier's return.  The brother and sister.  The revenge"	
"njp.32101030687576"	1			"shortstories"	1	"v.3"		"u"	"NotFiction"	"London;Printed and publis"	1806	1806				"Classic Tales, Serious and Lively"	
